pid,still_employed,state,IP.Qualification,apply.time,first.accept.time,date.diff,first.shift,fifth.shift,day.diff.first_fifth,termination_date,IP.Application.Source,Prior.Work.History..years.,Prior.Work.History..distinct.jobs.
84073,Yes,PA,LPN,7/2/19,9/13/19,73,9/22/19,10/6/19,14,,Unknown,0,1
84103,Yes,RI,CNA,7/2/19,10/5/19,95,10/11/19,12/9/19,59,,Google,3,1
84105,Yes,OH,LPN,7/2/19,12/2/19,153,1/9/20,6/24/20,167,,Job Board,5,1
84117,Yes,PA,RN,7/2/19,4/15/20,288,4/20/20,5/19/20,29,,Unknown,2,1
84118,Yes,RI,CNA,7/2/19,8/14/19,43,8/17/19,9/6/19,20,12/1/20,Unknown,4,1
84120,Yes,PA,CNA,7/2/19,8/1/20,396,8/31/20,9/25/20,25,,Job Board,3,1
84148,Yes,OH,LPN,7/2/19,5/4/20,307,5/4/20,5/16/20,12,,Unknown,2,2
84155,Yes,RI,CNA,7/2/19,12/19/19,170,12/22/19,1/6/20,15,,Unknown,3,1
84157,Yes,NH,CNA,7/2/19,9/11/19,71,9/12/19,10/1/19,19,,Job Board,1,1
84206,Yes,OH,RN,7/2/19,7/12/19,10,7/13/19,8/14/19,32,,Job Board,6,1
84218,Yes,PA,CNA,7/3/19,7/9/19,6,7/19/19,8/16/19,28,,Unknown,0,2
84258,Yes,OH,CNA,7/3/19,11/19/19,139,11/24/19,1/14/20,51,,Unknown,3,1
84260,Yes,FL,LPN,7/3/19,1/30/20,211,2/4/20,2/25/20,21,,Job Board,2,1
84275,Yes,OH,CNA,7/3/19,9/10/19,69,10/14/19,10/19/19,5,,Unknown,8,1
84281,Yes,MA,RN,7/3/19,7/10/19,7,7/12/19,7/19/19,7,,Job Board,4,1
84290,Yes,PA,CNA,7/3/19,7/23/19,20,9/30/19,11/7/19,38,,Unknown,16,1
84309,Yes,NH,CNA,7/3/19,2/11/20,223,2/12/20,2/18/20,6,,Job Board,2,2
84344,Yes,PA,RN,7/3/19,4/24/20,296,5/1/20,5/23/20,22,,Unknown,6,1
84368,Yes,NJ,CNA,7/3/19,9/29/19,88,9/29/19,11/8/19,40,,Job Board,2,1
84370,Yes,OH,CNA,7/3/19,10/7/19,96,10/7/19,10/23/19,16,12/1/20,Job Board,4,3
84393,Yes,OH,CNA,7/4/19,10/18/19,106,10/20/19,10/31/19,11,,Unknown,3,1
84396,Yes,OH,CNA,7/4/19,7/25/19,21,7/27/19,8/30/19,34,12/1/20,Unknown,3,1
84397,Yes,IL,RN,7/4/19,11/18/19,137,11/22/19,12/29/19,37,,Unknown,6,2
84407,Yes,PA,CNA,7/4/19,7/23/19,19,8/3/19,8/10/19,7,,Unknown,5,2
84473,Yes,RI,CNA,7/4/19,11/5/19,124,11/6/19,11/14/19,8,,Unknown,4,1
84528,Yes,OH,CNA,7/5/19,6/18/20,349,6/20/20,6/27/20,7,,Job Board,5,1
84530,Yes,PA,RN,7/5/19,7/29/19,24,8/30/19,4/4/20,218,,Unknown,4,1
84535,Yes,OH,LPN,7/5/19,8/8/19,34,8/13/19,8/28/19,15,,Unknown,1,1
84536,Yes,OH,LPN,7/5/19,8/3/19,29,8/9/19,8/25/19,16,,Unknown,10,1
84554,Yes,RI,RN,7/5/19,8/5/19,31,8/17/19,9/18/19,32,,Unknown,5,1
84566,Yes,PA,CNA,7/5/19,5/14/20,314,5/19/20,5/24/20,5,,Unknown,4,1
84569,Yes,OH,CNA,7/5/19,11/6/19,124,11/10/19,11/25/19,15,,Unknown,2,2
84576,Yes,OH,LPN,7/5/19,12/22/19,170,1/2/20,2/1/20,30,,Job Board,3,1
84592,Yes,OH,CNA,7/5/19,9/3/19,60,9/6/19,9/21/19,15,,Unknown,3,1
84607,Yes,IL,CNA,7/5/19,12/16/19,164,12/21/19,1/7/20,17,,Job Board,1,1
84630,Yes,OH,CNA,7/5/19,10/24/19,111,10/28/19,11/2/19,5,12/1/20,Unknown,4,2
84646,Yes,MA,CNA,7/5/19,7/9/19,4,7/13/19,9/21/19,70,,Unknown,3,1
84650,Yes,OH,CNA,7/5/19,7/11/19,6,9/7/19,10/3/19,26,,Unknown,1,1
84684,Yes,OH,RN,7/5/19,7/31/19,26,8/2/19,9/6/19,35,5/22/20,Referral,1,1
84697,Yes,OH,LPN,7/5/19,6/3/20,334,6/5/20,6/19/20,14,,Unknown,2,1
84698,Yes,MA,LPN,7/5/19,9/12/19,69,9/17/19,10/1/19,14,12/1/20,Unknown,6,2
84711,Yes,OH,CNA,7/6/19,10/14/19,100,10/17/19,10/23/19,6,,Job Board,2,2
84714,Yes,OH,CNA,7/6/19,11/25/19,142,11/26/19,12/13/19,17,,Unknown,3,2
84722,Yes,OH,CNA,7/6/19,2/3/20,212,2/10/20,6/22/20,133,,Job Board,3,1
84732,Yes,PA,CNA,7/6/19,8/30/19,55,9/7/19,10/6/19,29,,Google,4,2
84788,Yes,OH,RN,7/6/19,10/22/19,108,10/26/19,11/30/19,35,,Unknown,3,1
84801,Yes,OH,CNA,7/6/19,8/4/20,395,8/5/20,8/14/20,9,9/18/20,Job Board,5,1
84810,Yes,MA,LPN,7/6/19,1/20/20,198,6/1/20,8/10/20,70,,Unknown,0,1
84825,Yes,FL,RN,7/6/19,9/8/19,64,9/9/19,9/18/19,9,,Unknown,1,1
84829,Yes,OH,CNA,7/6/19,9/9/19,65,9/9/19,9/14/19,5,,Job Board,1,1
84833,Yes,MA,CNA,7/6/19,8/1/19,26,8/4/19,8/12/19,8,5/22/20,Unknown,18,1
84838,Yes,OH,LPN,7/6/19,3/14/20,252,3/15/20,11/27/20,257,,Unknown,5,1
84839,Yes,IL,CNA,7/6/19,2/26/20,235,3/1/20,3/14/20,13,,Referral,3,1
84843,Yes,OH,CNA,7/6/19,9/18/19,74,9/22/19,12/24/19,93,,Unknown,1,1
84858,Yes,MA,CNA,7/6/19,7/24/19,18,8/4/19,8/23/19,19,,Unknown,1,1
84873,Yes,OH,LPN,7/6/19,10/30/20,482,11/1/20,11/20/20,19,,Job Board,0,1
84874,Yes,RI,CNA,7/6/19,9/22/19,78,9/22/19,7/12/20,294,5/29/20,Unknown,12,1
84876,Yes,OH,LPN,7/6/19,8/24/20,415,8/27/20,10/9/20,43,,Unknown,1,1
84896,Yes,OH,CNA,7/7/19,11/8/19,124,11/8/19,10/31/20,358,,Unknown,2,1
84902,Yes,PA,CNA,7/7/19,3/5/20,242,3/25/20,4/8/20,14,,Job Board,7,1
84927,Yes,OH,CNA,7/7/19,8/19/19,43,8/20/19,9/30/20,407,4/29/20,Unknown,1,1
84930,Yes,PA,LPN,7/7/19,8/13/19,37,8/25/19,9/3/19,9,,Unknown,2,1
84935,Yes,OH,CNA,7/7/19,10/4/19,89,10/8/19,11/2/19,25,,Job Board,4,1
84971,Yes,OH,LPN,7/7/19,7/25/19,18,7/27/19,1/26/20,183,,Unknown,4,4
84988,Yes,OH,LPN,7/7/19,6/16/20,345,6/19/20,7/5/20,16,,Unknown,0,1
85040,Yes,MA,CNA,7/7/19,7/22/19,15,7/28/19,8/4/19,7,,Job Board,1,1
85046,Yes,OH,CNA,7/7/19,8/28/20,418,9/1/20,9/23/20,22,,Unknown,1,1
85056,Yes,OH,CNA,7/8/19,7/18/20,376,7/18/20,8/3/20,16,10/3/20,Unknown,1,1
85087,Yes,PA,RN,7/8/19,8/23/19,46,9/4/19,9/30/19,26,,Referral,11,2
85088,Yes,OH,CNA,7/8/19,9/17/19,71,9/27/19,10/18/19,21,,Unknown,1,2
85097,Yes,RI,CNA,7/8/19,7/15/20,373,7/17/20,7/25/20,8,,Unknown,3,1
85098,Yes,PA,CNA,7/8/19,8/20/19,43,8/31/19,10/25/19,55,12/1/20,Unknown,1,1
85099,Yes,FL,CNA,7/8/19,8/6/20,395,8/10/20,8/22/20,12,,Job Board,2,1
85107,Yes,IN,CNA,7/8/19,8/23/19,46,8/25/19,9/17/19,23,,Google,1,1
85115,Yes,IL,CNA,7/8/19,8/4/19,27,8/4/19,8/25/19,21,12/2/20,Referral,1,1
85133,Yes,OH,CNA,7/8/19,8/28/19,51,9/21/19,10/3/19,12,,Unknown,2,2
85146,Yes,MA,CNA,7/8/19,1/29/20,205,2/3/20,2/20/20,17,,Unknown,6,3
85186,Yes,DE,LPN,7/8/19,5/16/20,313,5/19/20,5/28/20,9,,Unknown,7,1
85197,Yes,OH,CNA,7/8/19,10/13/20,463,10/18/20,11/16/20,29,,Unknown,6,1
85204,Yes,RI,CNA,7/8/19,3/31/20,267,4/13/20,7/9/20,87,,Unknown,1,1
85208,Yes,OH,LPN,7/8/19,5/4/20,301,5/8/20,5/28/20,20,,Job Board,7,2
85222,Yes,OH,RN,7/8/19,8/16/19,39,8/17/19,8/31/19,14,,Unknown,1,1
85249,Yes,IL,CNA,7/8/19,11/27/19,142,12/1/19,2/7/20,68,,Job Board,2,1
85267,Yes,ME,CNA,7/8/19,12/27/19,172,12/29/19,1/5/20,7,,Unknown,7,1
85324,Yes,OH,LPN,7/9/19,8/20/19,42,9/6/19,9/17/19,11,,Unknown,1,1
85338,Yes,OH,LPN,7/9/19,8/15/19,37,8/27/19,9/15/19,19,,Unknown,1,1
85351,Yes,OH,CNA,7/9/19,12/1/19,145,12/2/19,1/12/20,41,,Unknown,2,2
85365,Yes,OH,LPN,7/9/19,8/23/19,45,8/27/19,9/12/19,16,,Unknown,6,1
85412,Yes,OH,CNA,7/9/19,8/24/20,412,8/28/20,11/19/20,83,,Job Board,1,1
85418,Yes,OH,CNA,7/9/19,9/27/19,80,9/28/19,10/6/19,8,12/1/20,Job Board,2,1
85461,Yes,IL,LPN,7/9/19,11/1/19,115,11/2/19,12/1/19,29,12/1/20,Job Board,2,2
85482,Yes,OH,CNA,7/9/19,10/2/19,85,10/8/19,10/23/19,15,,Job Board,1,1
85485,Yes,OH,CNA,7/9/19,11/10/20,490,11/11/20,11/20/20,9,,Unknown,1,1
85492,Yes,OH,RN,7/9/19,9/20/19,73,9/20/19,12/24/19,95,,Referral,0,1
85496,Yes,OH,LPN,7/9/19,8/13/19,35,8/13/19,9/10/19,28,,Unknown,1,1
85595,Yes,PA,RN,7/10/19,7/18/19,8,7/28/19,8/31/19,34,12/1/20,Job Board,24,3
85596,Yes,OH,CNA,7/10/19,2/8/20,213,2/10/20,2/24/20,14,,Unknown,1,2
85614,Yes,PA,CNA,7/10/19,9/16/19,68,9/28/19,10/7/19,9,,Unknown,22,3
85626,Yes,OH,CNA,7/10/19,8/21/19,42,8/21/19,9/3/19,13,,Job Board,0,1
85643,Yes,OH,LPN,7/10/19,7/28/20,384,8/11/20,8/24/20,13,,Unknown,7,1
85667,Yes,PA,CNA,7/10/19,10/16/19,98,11/1/19,11/10/19,9,,Unknown,11,1
85676,Yes,OH,CNA,7/10/19,3/4/20,238,3/7/20,8/1/20,147,,Job Board,1,1
85686,Yes,OH,RN,7/10/19,8/4/19,25,9/14/19,11/3/19,50,,Job Board,5,1
85707,Yes,OH,CNA,7/10/19,7/18/19,8,7/28/19,4/1/20,248,,Unknown,1,1
85741,Yes,FL,CNA,7/10/19,8/9/19,30,8/12/19,9/8/19,27,,Job Board,2,2
85742,Yes,PA,CNA,7/10/19,11/7/19,120,11/8/19,11/18/19,10,12/1/20,Referral,1,1
85774,Yes,OH,CNA,7/10/19,6/12/20,338,6/13/20,7/7/20,24,,Unknown,1,1
85780,Yes,PA,CNA,7/10/19,11/23/19,136,12/21/19,12/29/19,8,,Unknown,0,1
85786,Yes,OH,LPN,7/10/19,8/12/19,33,8/12/19,9/9/19,28,12/1/20,Job Board,2,1
85811,Yes,RI,CNA,7/11/19,12/29/19,171,12/30/19,2/28/20,60,,Unknown,7,2
85844,Yes,IL,CNA,7/11/19,1/15/20,188,1/19/20,4/15/20,87,,Job Board,1,1
85857,Yes,MA,CNA,7/11/19,8/28/19,48,9/8/19,12/24/19,107,,Job Board,1,1
85904,Yes,MI,CNA,7/11/19,8/7/19,27,8/11/19,9/27/19,47,,Unknown,6,1
85923,Yes,OH,CNA,7/11/19,8/27/19,47,8/28/19,9/20/19,23,,Unknown,0,1
85939,Yes,PA,CNA,7/11/19,8/2/19,22,8/17/19,8/29/19,12,,Job Board,1,1
85947,Yes,OH,LPN,7/11/19,10/8/19,89,10/17/19,12/26/19,70,,Unknown,4,3
85957,Yes,MA,RN,7/11/19,7/27/19,16,9/21/19,1/5/20,106,,Job Board,7,2
85976,Yes,OH,CNA,7/11/19,7/26/19,15,8/1/19,5/29/20,302,2/19/20,Referral,1,1
85979,Yes,OH,LPN,7/11/19,7/24/19,13,7/25/19,10/11/19,78,,Job Board,1,1
85990,Yes,MA,CNA,7/11/19,8/30/19,50,10/7/20,11/25/20,49,,Unknown,2,1
86025,Yes,OH,CNA,7/11/19,10/7/19,88,10/18/19,11/2/19,15,,Unknown,2,1
86034,Yes,OH,CNA,7/11/19,2/7/20,211,2/10/20,8/10/20,182,,Job Board,20,3
86036,Yes,OH,RN,7/11/19,2/13/20,217,2/14/20,2/29/20,15,,Unknown,1,1
86044,Yes,OH,CNA,7/12/19,8/15/19,34,8/18/19,9/3/19,16,,Job Board,3,3
86063,Yes,OH,CNA,7/12/19,10/4/19,84,10/6/19,5/2/20,209,,Job Board,0,2
86139,Yes,OH,CNA,7/12/19,3/14/20,246,3/17/20,3/25/20,8,,Job Board,16,1
86142,Yes,NH,RN,7/12/19,1/28/20,200,2/9/20,3/4/20,24,,Unknown,0,1
86180,Yes,OH,LPN,7/12/19,8/16/19,35,8/23/19,10/31/19,69,,Unknown,9,1
86183,Yes,OH,CNA,7/12/19,9/22/19,72,12/31/19,1/18/20,18,,Job Board,4,2
86191,Yes,NH,CNA,7/12/19,2/25/20,228,3/9/20,8/27/20,171,,Job Board,1,1
86230,Yes,MA,CNA,7/12/19,9/9/19,59,9/15/19,4/4/20,202,,Unknown,14,1
86257,Yes,OH,CNA,7/13/19,12/29/19,169,7/5/20,8/5/20,31,,Unknown,0,1
86269,Yes,OH,CNA,7/13/19,10/14/19,93,10/19/19,11/14/19,26,,Job Board,0,1
86283,Yes,MA,CNA,7/13/19,7/22/19,9,7/30/19,8/22/19,23,,Unknown,7,1
86294,Yes,OH,CNA,7/13/19,12/5/19,145,12/5/19,2/7/20,64,,Unknown,3,1
86300,Yes,PA,CNA,7/13/19,9/25/19,74,9/27/19,11/13/19,47,,Unknown,2,1
86305,Yes,FL,RN,7/13/19,11/29/19,139,11/29/19,12/16/19,17,,Job Board,0,1
86306,Yes,NH,LPN,7/13/19,8/12/19,30,8/12/19,8/9/20,363,,Job Board,13,1
86310,Yes,OH,RN,7/13/19,7/18/19,5,7/20/19,8/4/19,15,5/22/20,Unknown,11,3
86352,Yes,OH,LPN,7/13/19,3/2/20,233,3/8/20,4/18/20,41,,Job Board,2,1
86374,Yes,PA,LPN,7/14/19,10/1/19,79,10/4/19,10/14/19,10,9/1/20,Unknown,1,1
86385,Yes,FL,CNA,7/14/19,8/28/19,45,8/29/19,9/6/19,8,,Job Board,2,1
86388,Yes,OH,LPN,7/14/19,10/18/19,96,10/19/19,12/25/19,67,,Job Board,3,1
86390,Yes,OH,CNA,7/14/19,8/31/19,48,8/31/19,11/1/19,62,,Unknown,1,2
86392,Yes,CT,LPN,7/14/19,11/20/19,129,11/25/19,12/25/19,30,,Job Board,0,1
86416,Yes,IL,CNA,7/14/19,11/4/19,113,11/5/19,11/17/19,12,12/1/20,Job Board,2,2
86422,Yes,IL,CNA,7/14/19,7/25/19,11,7/29/19,7/19/20,356,11/27/20,Job Board,2,1
86429,Yes,IL,CNA,7/14/19,7/27/20,379,7/28/20,8/10/20,13,11/10/20,Job Board,2,3
86456,Yes,FL,CNA,7/14/19,3/20/20,250,3/21/20,4/19/20,29,,Job Board,2,2
86463,Yes,FL,LPN,7/14/19,11/22/19,131,11/30/19,5/8/20,160,,Job Board,3,2
86478,Yes,PA,RN,7/14/19,8/16/19,33,8/23/19,9/1/19,9,,Unknown,5,1
86484,Yes,OH,CNA,7/14/19,7/18/19,4,7/18/19,8/2/19,15,,Unknown,2,1
86495,Yes,OH,CNA,7/14/19,9/19/19,67,9/24/19,10/13/19,19,,Job Board,1,1
86498,Yes,OH,LPN,7/14/19,10/3/19,81,5/27/20,7/8/20,42,,Unknown,1,2
86519,Yes,OH,CNA,7/15/19,11/7/20,481,11/12/20,11/26/20,14,,Unknown,0,1
86540,Yes,OH,CNA,7/15/19,8/7/19,23,8/11/19,8/1/20,356,2/19/20,Google,1,1
86545,Yes,OH,CNA,7/15/19,8/26/19,42,8/29/19,9/28/19,30,,Unknown,6,1
86568,Yes,MA,LPN,7/15/19,9/11/19,58,9/16/19,9/26/19,10,,Unknown,5,2
86581,Yes,IL,CNA,7/15/19,10/18/19,95,10/20/19,12/7/19,48,,Job Board,3,1
86587,Yes,OH,CNA,7/15/19,8/29/19,45,9/1/19,9/27/19,26,,Google,1,1
86600,Yes,OH,LPN,7/15/19,8/1/19,17,8/2/19,9/4/19,33,12/1/20,Unknown,5,1
86609,Yes,OH,CNA,7/15/19,12/24/19,162,1/10/20,2/8/20,29,,Unknown,2,1
86657,Yes,NJ,CNA,7/15/19,7/19/19,4,7/21/19,7/28/19,7,,Job Board,12,1
86658,Yes,OH,LPN,7/15/19,9/26/20,439,10/1/20,10/9/20,8,,Job Board,4,1
86669,Yes,MA,CNA,7/15/19,8/2/19,18,8/4/19,8/31/19,27,,Google,6,1
86678,Yes,PA,LPN,7/15/19,8/3/19,19,12/24/19,5/31/20,159,,Unknown,9,1
86709,Yes,NH,LPN,7/15/19,11/14/19,122,11/16/19,11/24/19,8,,Unknown,0,1
86718,Yes,IL,CNA,7/15/19,10/22/20,465,10/27/20,11/17/20,21,,Job Board,2,1
86728,Yes,MA,CNA,7/15/19,12/11/19,149,12/14/19,12/29/19,15,,Google,1,1
86732,Yes,OH,LPN,7/15/19,7/27/20,378,7/29/20,8/7/20,9,,Job Board,1,1
86733,Yes,OH,CNA,7/15/19,9/18/19,65,9/22/19,10/6/19,14,,Unknown,11,1
86766,Yes,NH,CNA,7/16/19,10/21/19,97,10/26/19,1/11/20,77,,Job Board,18,3
86792,Yes,PA,RN,7/16/19,7/24/19,8,8/3/19,8/9/19,6,,Job Board,8,3
86832,Yes,OH,CNA,7/16/19,9/8/20,420,10/24/20,11/17/20,24,,Unknown,0,1
86858,Yes,MA,CNA,7/16/19,4/1/20,260,4/7/20,4/18/20,11,,Job Board,6,1
86883,Yes,MA,LPN,7/16/19,7/31/19,15,8/5/19,8/22/19,17,,Unknown,1,1
86921,Yes,PA,RN,7/16/19,1/6/20,174,1/10/20,1/16/20,6,,Unknown,3,1
86986,Yes,OH,CNA,7/16/19,8/10/19,25,8/11/19,8/24/19,13,,Job Board,2,1
87039,Yes,OH,CNA,7/17/19,11/1/19,107,11/12/19,11/18/19,6,,Job Board,27,1
87044,Yes,OH,LPN,7/17/19,9/12/19,57,9/13/19,11/14/19,62,,Unknown,7,1
87054,Yes,OH,CNA,7/17/19,8/5/19,19,8/9/19,9/7/19,29,,Unknown,2,1
87113,Yes,OH,RN,7/17/19,8/14/19,28,9/10/19,5/15/20,248,,Unknown,13,3
87122,Yes,MA,CNA,7/17/19,7/29/19,12,7/31/19,11/29/19,121,12/1/20,Unknown,2,1
87169,Yes,OH,LPN,7/17/19,10/7/19,82,11/15/19,12/8/19,23,,Unknown,2,1
87203,Yes,PA,RN,7/17/19,10/19/19,94,10/27/19,11/4/19,8,,Referral,3,2
87215,Yes,OH,CNA,7/17/19,8/17/19,31,8/20/19,9/9/19,20,,Job Board,2,1
87226,Yes,OH,LPN,7/18/19,1/31/20,197,2/5/20,2/19/20,14,,Unknown,1,1
87243,Yes,OH,CNA,7/18/19,10/25/19,99,11/10/19,11/20/19,10,,Job Board,6,2
87251,Yes,OH,CNA,7/18/19,7/29/19,11,7/31/19,9/5/19,36,,Unknown,2,1
87272,Yes,OH,RN,7/18/19,9/4/19,48,9/5/19,9/20/19,15,,Referral,4,1
87366,Yes,FL,CNA,7/18/19,3/4/20,230,3/8/20,11/27/20,264,,Job Board,4,2
87450,Yes,OH,RN,7/19/19,8/1/19,13,8/2/19,3/26/20,237,2/19/20,Unknown,1,1
87452,Yes,MA,CNA,7/19/19,9/6/19,49,9/8/19,9/13/19,5,,Unknown,5,2
87465,Yes,OH,RN,7/19/19,10/24/19,97,10/27/19,11/24/19,28,,Unknown,1,1
87470,Yes,NH,CNA,7/19/19,8/21/19,33,8/24/19,9/1/19,8,,Job Board,2,2
87485,Yes,FL,RN,7/19/19,9/4/19,47,1/3/20,6/22/20,171,,Job Board,4,1
87508,Yes,OH,CNA,7/19/19,11/19/20,489,11/24/20,12/2/20,8,,Unknown,0,1
87524,Yes,PA,CNA,7/19/19,9/2/19,45,9/6/19,9/30/19,24,12/1/20,Unknown,3,1
87532,Yes,OH,CNA,7/19/19,7/18/20,365,7/19/20,7/26/20,7,,Unknown,1,1
87542,Yes,MA,CNA,7/19/19,7/29/19,10,8/4/19,8/19/19,15,,Google,9,2
87551,Yes,PA,CNA,7/19/19,7/29/19,10,8/3/19,8/28/19,25,,Unknown,2,2
87565,Yes,MA,CNA,7/19/19,10/28/19,101,11/2/19,11/10/19,8,,Google,3,2
87567,Yes,RI,RN,7/19/19,7/26/19,7,8/2/19,8/29/19,27,12/1/20,Unknown,3,1
87600,Yes,MA,CNA,7/19/19,9/10/19,53,10/13/19,11/1/19,19,,Unknown,2,1
87602,Yes,OH,CNA,7/19/19,11/3/19,107,11/9/19,12/3/19,24,,Unknown,4,3
87614,Yes,OH,RN,7/19/19,8/7/19,19,8/10/19,8/18/19,8,,Unknown,5,2
87620,Yes,OH,CNA,7/20/19,8/12/19,23,8/28/19,9/19/19,22,,Unknown,2,1
87649,Yes,PA,CNA,7/20/19,9/19/19,61,9/29/19,10/9/19,10,,Google,13,2
87650,Yes,PA,CNA,7/20/19,8/29/19,40,9/2/19,9/22/19,20,12/3/20,Job Board,1,1
87663,Yes,OH,CNA,7/20/19,8/9/19,20,8/12/19,8/17/19,5,2/28/20,Unknown,1,2
87664,Yes,OH,CNA,7/20/19,8/1/19,12,12/10/19,12/29/19,19,,Job Board,1,1
87666,Yes,OH,CNA,7/20/19,8/22/19,33,8/24/19,11/4/19,72,,Unknown,1,1
87668,Yes,OH,CNA,7/20/19,9/6/19,48,9/15/19,11/8/19,54,,Referral,3,2
87672,Yes,OH,CNA,7/20/19,2/19/20,214,4/29/20,5/14/20,15,,Unknown,4,1
87714,Yes,FL,LPN,7/20/19,8/8/19,19,8/11/19,8/25/19,14,,Job Board,4,2
87724,Yes,RI,LPN,7/20/19,8/22/19,33,10/1/19,10/27/19,26,,Job Board,3,2
87754,Yes,IL,LPN,7/21/19,9/29/19,70,3/21/20,4/3/20,13,,Unknown,4,3
87797,Yes,OH,CNA,7/21/19,10/17/19,88,10/17/19,11/21/19,35,,Unknown,1,1
87814,Yes,MA,LPN,7/21/19,7/31/19,10,8/2/19,12/5/19,125,,Job Board,4,1
87840,Yes,OH,LPN,7/21/19,8/20/19,30,9/24/19,6/16/20,266,,Unknown,2,1
87878,Yes,MA,CNA,7/21/19,11/2/19,104,11/6/19,11/13/19,7,,Unknown,9,1
87908,Yes,RI,CNA,7/22/19,8/8/19,17,8/15/19,9/1/19,17,,Unknown,14,1
87971,Yes,IL,CNA,7/22/19,7/25/19,3,7/29/19,11/30/19,124,12/1/20,Job Board,7,3
87990,Yes,FL,CNA,7/22/19,1/24/20,186,1/25/20,1/29/20,4,,Job Board,2,1
88025,Yes,FL,RN,7/22/19,1/21/20,183,1/26/20,2/5/20,10,,Job Board,1,1
88043,Yes,OH,CNA,7/22/19,6/1/20,315,6/3/20,11/12/20,162,,Unknown,1,1
88077,Yes,OH,LPN,7/22/19,4/15/20,268,4/18/20,5/11/20,23,,Unknown,4,2
88086,Yes,OH,CNA,7/22/19,11/1/19,102,11/2/19,11/14/19,12,12/1/20,Unknown,0,1
88126,Yes,PA,CNA,7/22/19,8/21/19,30,9/2/19,9/9/19,7,,Unknown,2,1
88154,Yes,OH,CNA,7/23/19,11/14/19,114,11/17/19,12/3/19,16,,Unknown,1,1
88156,Yes,OH,CNA,7/23/19,12/17/19,147,12/22/19,1/11/20,20,,Unknown,1,1
88181,Yes,OH,LPN,7/23/19,10/26/19,95,6/15/20,6/22/20,7,,Referral,2,1
88195,Yes,OH,CNA,7/23/19,11/29/19,129,12/2/19,4/29/20,149,,Unknown,2,1
88198,Yes,PA,RN,7/23/19,11/23/19,123,1/5/20,1/17/20,12,,Job Board,2,1
88234,Yes,RI,CNA,7/23/19,12/29/19,159,1/2/20,7/15/20,195,,Unknown,2,2
88274,Yes,PA,CNA,7/23/19,10/9/19,78,6/9/20,6/16/20,7,,Job Board,3,2
88304,Yes,PA,CNA,7/23/19,1/21/20,182,1/31/20,2/15/20,15,,Unknown,5,1
88319,Yes,RI,CNA,7/23/19,8/15/19,23,8/25/19,9/20/19,26,,Unknown,5,2
88372,Yes,OH,LPN,7/23/19,12/25/19,155,12/25/19,1/6/20,12,,Unknown,1,1
88445,Yes,RI,CNA,7/24/19,2/8/20,199,2/9/20,2/17/20,8,,Unknown,4,1
88450,Yes,OH,CNA,7/24/19,1/22/20,182,1/23/20,3/16/20,53,,Unknown,2,3
88548,Yes,IL,CNA,7/24/19,9/18/19,56,9/21/19,9/29/19,8,,Referral,1,1
88562,Yes,MA,RN,7/24/19,7/27/19,3,7/28/19,8/4/19,7,,Unknown,1,2
88635,Yes,PA,RN,7/25/19,8/30/19,36,9/23/19,12/9/19,77,,Job Board,2,1
88645,Yes,OH,CNA,7/25/19,9/19/19,56,9/19/19,10/3/19,14,,Unknown,2,1
88666,Yes,OH,LPN,7/25/19,11/6/19,104,11/8/19,12/11/19,33,,Unknown,2,1
88718,Yes,FL,LPN,7/25/19,8/21/19,27,8/24/19,9/1/19,8,,Unknown,2,1
88767,Yes,PA,CNA,7/25/19,7/20/20,361,7/27/20,8/15/20,19,,Unknown,1,1
88778,Yes,MA,CNA,7/25/19,9/2/20,405,9/9/20,9/16/20,7,,Unknown,1,2
88833,Yes,OH,RN,7/25/19,7/17/20,358,7/20/20,8/30/20,41,,Job Board,0,1
88851,Yes,PA,LPN,7/26/19,6/3/20,313,6/8/20,12/3/20,178,,Job Board,3,3
88877,Yes,OH,CNA,7/26/19,3/19/20,237,3/20/20,4/6/20,17,,Job Board,1,1
88884,Yes,PA,RN,7/26/19,8/8/19,13,8/9/19,8/22/19,13,,Unknown,1,2
88909,Yes,MA,CNA,7/26/19,8/21/19,26,8/24/19,11/24/19,92,12/1/20,Unknown,1,1
88916,Yes,OH,LPN,7/26/19,8/29/19,34,8/30/19,12/18/19,110,6/3/20,Unknown,1,1
88939,Yes,PA,CNA,7/26/19,8/6/19,11,8/10/19,9/21/19,42,,Referral,2,1
88941,Yes,OH,RN,7/26/19,8/31/20,402,10/8/20,10/22/20,14,,Job Board,2,2
88954,Yes,PA,CNA,7/26/19,8/2/19,7,10/9/19,10/26/19,17,,Google,10,1
89000,Yes,PA,RN,7/26/19,12/4/19,131,12/12/19,12/30/19,18,,Job Board,1,1
89023,Yes,OH,CNA,7/26/19,7/31/20,371,8/3/20,9/1/20,29,,Job Board,2,1
89040,Yes,OH,CNA,7/26/19,8/29/19,34,9/1/19,12/23/19,113,,Unknown,3,1
89140,Yes,OH,CNA,7/27/19,8/12/19,16,8/16/19,9/1/19,16,,Job Board,4,1
89207,Yes,OH,CNA,7/28/19,8/9/19,12,8/20/19,8/26/19,6,11/16/20,Unknown,9,3
89218,Yes,PA,CNA,7/28/19,7/31/19,3,8/25/19,9/23/19,29,,Unknown,4,1
89258,Yes,OH,CNA,7/28/19,12/11/19,136,3/19/20,3/25/20,6,,Unknown,9,2
